,symbol,year,EV,Market Cap,FCF,EBITDA,CapitalExpenditure,EnterprisesValueEBITDARatio,DilutedEPS,TotalRevenue,TotalAssets,TotalDebt,NetIncome,OperatingExpense,GrossProfit,deal
6067,SE,2023,21666703100.0,23034733100.0,1821427000.0,914314000.0,-258261000.0,24.7097,0.25,13063560000.0,18883232000.0,4462378000.0,150726000.0,5490994000.0,5833647000.0,0
6068,SEB,2020,3633321149.0,3518321149.0,32000000.0,477000000.0,-259000000.0,10.2347,244.21,7126000000.0,6399000000.0,1413000000.0,283000000.0,329000000.0,574000000.0,0
6069,SEB,2021,4659676972.0,4567676972.0,-368000000.0,827000000.0,-460000000.0,4.8187,490.36,9229000000.0,7503000000.0,1755000000.0,570000000.0,360000000.0,818000000.0,0
6070,SEB,2022,4916184488.0,4382184488.0,202000000.0,854000000.0,-474000000.0,7.0432,499.66,11243000000.0,7902000000.0,1633000000.0,580000000.0,373000000.0,1030000000.0,0
6071,SEB,2023,3493763455.0,3466763455.0,204000000.0,448000000.0,-506000000.0,4.819,202.21,9562000000.0,7566000000.0,1673000000.0,226000000.0,403000000.0,316000000.0,0
6072,SEDG,2020,15890836896.0,16454125896.0,95865000.0,198685000.0,-126790000.0,78.5004,2.66,1459271000.0,2437109000.0,662605000.0,140322000.0,318798000.0,461359000.0,0
6073,SEDG,2021,14814079375.0,14818415375.0,64878000.0,230267000.0,-149251000.0,58.3797,3.06,1963865000.0,2900953000.0,713683000.0,169170000.0,420829000.0,629318000.0,0
6074,SEDG,2022,15683349241.0,15833341241.0,-138057000.0,231277000.0,-169341000.0,62.6918,1.65,3110279000.0,4265949000.0,735538000.0,93779000.0,561990000.0,844648000.0,0
6075,SEDG,2023,5022782034.0,5317531034.0,-361236000.0,142494000.0,-181123000.0,14.8797,0.6,2976528000.0,4587731000.0,735300000.0,34329000.0,632304000.0,703823000.0,0
6076,SEE,2020,10593702659.0,7092402659.0,555900000.0,974800000.0,-181100000.0,11.4279,3.22,4903200000.0,6083800000.0,3838400000.0,502900000.0,811200000.0,1609300000.0,0
6077,SEE,2021,13472850122.0,9992250122.0,496600000.0,1077300000.0,-213100000.0,13.2842,3.32,5533800000.0,6229300000.0,3773800000.0,506800000.0,811200000.0,1680900000.0,0
6078,SEE,2022,10680117197.0,7215517197.0,376000000.0,1083400000.0,-237300000.0,9.3374,3.33,5641900000.0,6214700000.0,3752100000.0,491600000.0,822300000.0,1772900000.0,0
6079,SEE,2023,9957888623.0,5274788623.0,272000000.0,940600000.0,-244200000.0,10.3588,2.36,5488900000.0,7200600000.0,4786200000.0,341600000.0,821800000.0,1641300000.0,0
6080,SEER,2020,3213830402.0,3335336402.0,-25362000.0,-31169000.0,-4534000.0,-103.109834,-2.48,0.0,442319000.0,0.0,-32775000.0,33649000.0,0.0,0
6081,SEER,2021,911699742.0,1418303742.0,-53269000.0,-68589000.0,-6922000.0,-13.292215,-1.17,6394000.0,539139000.0,23323000.0,-71169000.0,74662000.0,3189000.0,0
6082,SEER,2022,-42919912.0,363321088.0,-71045000.0,-93293000.0,-10265000.0,0.460055,-1.49,14685000.0,487929000.0,29874000.0,-92966000.0,103520000.0,6285000.0,0
6083,SEER,2023,-178618088.0,123820912.0,-66374000.0,-97885000.0,-7309000.0,1.824775,-1.35,15182000.0,436269000.0,28259000.0,-86277000.0,110490000.0,7027000.0,0
6084,SEI,2020,182751020.0,235596020.0,39192000.0,-32879000.0,-4661000.0,3.7402,-1.03,102976000.0,411896000.0,8196000.0,-29341000.0,22263000.0,10191000.0,0
6085,SEI,2021,168830300.0,204006300.0,-3165000.0,26823000.0,-19638000.0,11.3243,-0.04,159189000.0,406223000.0,7520000.0,-868000.0,16907000.0,16520000.0,0
6086,SEI,2022,333459854.0,327043854.0,-13415000.0,72237000.0,-81411000.0,5.3656,0.64,320005000.0,462576000.0,20482000.0,21158000.0,27993000.0,69797000.0,0
6087,SEI,2023,297229869.0,243426869.0,25536000.0,86087000.0,-64388000.0,3.4534,0.78,292947000.0,468297000.0,47789000.0,24336000.0,27590000.0,78915000.0,0
6088,SEIC,2020,7480663120.0,8240968120.0,410115000.0,653237000.0,-78567000.0,11.4118,3.0,1684058000.0,2167256000.0,42637000.0,447286000.0,500107000.0,945994000.0,0
6089,SEIC,2021,7651698060.0,8437082060.0,580565000.0,786869000.0,-52536000.0,10.0249,3.81,1918309000.0,2354702000.0,78967000.0,546593000.0,534604000.0,1087985000.0,0
6090,SEIC,2022,7067040442.0,7860500442.0,491635000.0,697966000.0,-74484000.0,9.5086,3.46,1991037000.0,2383553000.0,29130000.0,475467000.0,569517000.0,1045270000.0,0
6091,SEIC,2023,7500226890.0,8362397890.0,388237000.0,669207000.0,-58793000.0,11.4212,3.46,1919793000.0,2520003000.0,25353000.0,462258000.0,559618000.0,984142000.0,0
6092,SELF,2020,59570072.0,37518370.0,1794251.0,3444443.0,-203077.0,19.3444,0.03,9196524.0,64945375.0,23533176.0,274341.0,4389719.0,5609931.0,0
6093,SELF,2021,76548572.0,61039094.0,3389610.0,5959321.0,-253142.0,15.2518,0.33,10508830.0,66549241.0,17916513.0,3281251.0,4047100.0,6732060.0,0
6094,SELF,2022,65400477.0,54195001.0,4683722.0,4457185.0,-113333.0,12.0866,0.19,11944850.0,67382752.0,17420854.0,2057723.0,4248478.0,7775668.0,0
6095,SELF,2023,61985384.0,51647665.0,4292994.0,5419219.0,-231104.0,13.08,0.26,12190715.0,66879204.0,16901219.0,2938769.0,4530424.0,7641677.0,0
6096,SEM,2020,7559937330.0,3729971330.0,881633000.0,815143000.0,-146440000.0,10.1812,1.93,5531713000.0,7655399000.0,4497799000.0,258995000.0,253684000.0,821341000.0,0
6097,SEM,2021,7726822619.0,3936213619.0,220691000.0,968352000.0,-180537000.0,7.3646,2.98,6204515000.0,7360171000.0,4762184000.0,402225000.0,205592000.0,919366000.0,0
6098,SEM,2022,8074235160.0,3153003160.0,94453000.0,635515000.0,-190372000.0,12.7528,1.23,6333538000.0,7665293000.0,5156701000.0,158994000.0,330094000.0,733377000.0,0
6099,SEM,2023,7957680143.0,3013018143.0,352858000.0,789737000.0,-229200000.0,10.5097,1.91,6664058000.0,7689631000.0,4959545000.0,243491000.0,377167000.0,932041000.0,0
6100,SENS,2020,267453987.0,231534987.0,-67603000.0,-157860000.0,-181000.0,-1.694248,-0.77,4949000.0,35918000.0,62695000.0,-175168000.0,61764000.0,-17366000.0,0
6101,SENS,2021,1115432642.0,1194243642.0,-56288000.0,-284515000.0,-210000.0,-3.92047,-0.72,13675000.0,198928000.0,63303000.0,-302474000.0,56371000.0,-811000.0,0
6102,SENS,2022,438719038.0,492604038.0,-66624000.0,161807000.0,-312000.0,1.8729,-0.11,16389000.0,177673000.0,75376000.0,142119000.0,71353000.0,2726000.0,0
6103,SENS,2023,222976228.0,301173228.0,-70513000.0,-48005000.0,-350000.0,-4.644854,-0.11,22390000.0,138220000.0,47777000.0,-60392000.0,78694000.0,3091000.0,0
6104,SFL,2020,3103650201.0,802647201.0,156429000.0,22296000.0,-120046000.0,33.0239,-2.04,400407000.0,3093211000.0,2222156000.0,-224425000.0,8551000.0,133485000.0,0
6105,SFL,2021,3318922191.0,1033302191.0,-288027000.0,393059000.0,-581622000.0,181.5702,1.35,494705000.0,3459297000.0,2413414000.0,164343000.0,7899000.0,199643000.0,0
6106,SFL,2022,3492004171.0,1169062171.0,-247374000.0,500725000.0,-602499000.0,10.4872,1.6,656036000.0,3861330000.0,2674052000.0,202768000.0,8832000.0,263066000.0,0
6107,SFL,2023,3925801639.0,1550628639.0,78671000.0,466228000.0,-264418000.0,15.0332,0.67,738134000.0,3731389000.0,2566087000.0,83937000.0,7147000.0,230316000.0,0
6108,SFM,2020,3724335547.0,2370800547.0,372067000.0,617448000.0,-121968000.0,6.6217,2.43,6468759000.0,2806404000.0,1466692000.0,287450000.0,1987993000.0,2379289000.0,0
6109,SFM,2021,4563499298.0,3331834298.0,262421000.0,568134000.0,-102378000.0,7.493,2.1,6099869000.0,2923115000.0,1508398000.0,244157000.0,1870463000.0,2209212000.0,0
6110,SFM,2022,4623908453.0,3426444453.0,247319000.0,602477000.0,-124010000.0,7.8393,2.39,6404223000.0,3070380000.0,1540671000.0,261164000.0,1979179000.0,2348564000.0,0
6111,SFM,2023,6285446184.0,4886090184.0,239758000.0,621390000.0,-225310000.0,10.37,2.5,6837384000.0,3327428000.0,1660664000.0,258856000.0,2132330000.0,2521841000.0,0
6112,SGC,2020,430572178.0,357702178.0,29502000.0,61591000.0,-11857000.0,8.59,2.65,526697000.0,393924000.0,90381000.0,41026000.0,137470000.0,188765000.0,0
6113,SGC,2021,445786459.0,353837459.0,-616000.0,43638000.0,-17696000.0,8.1501,1.83,536986000.0,470245000.0,121948000.0,29440000.0,151667000.0,186014000.0,0
6114,SGC,2022,311153556.0,164339556.0,-13622000.0,-20137000.0,-11018000.0,-15.451833,-2.03,578831000.0,456941000.0,162388000.0,-31970000.0,178436000.0,193359000.0,0
6115,SGC,2023,325892651.0,222828651.0,73966000.0,33482000.0,-4963000.0,10.6945,0.54,543302000.0,422450000.0,110517000.0,8772000.0,184060000.0,203547000.0,0
6116,SGRY,2020,4604894091.0,1463894091.0,204000000.0,277800000.0,-42900000.0,18.5681,-3.19,1860100000.0,5413200000.0,3196900000.0,-116100000.0,145700000.0,379800000.0,0
6117,SGRY,2021,7646451869.0,4771251869.0,29500000.0,401000000.0,-57600000.0,19.8455,-1.12,2225100000.0,6117600000.0,3294500000.0,-70900000.0,164900000.0,491400000.0,0
6118,SGRY,2022,6787038942.0,3415738942.0,78200000.0,460000000.0,-80600000.0,14.3277,-0.59,2539300000.0,6682100000.0,2929700000.0,-54600000.0,214600000.0,574900000.0,0
6119,SGRY,2023,6789419995.0,4046519995.0,205000000.0,446100000.0,-88800000.0,15.5222,-0.09,2743300000.0,6876700000.0,3061600000.0,-11900000.0,237900000.0,647500000.0,0
6120,SHAK,2020,3466972236.0,3282494236.0,-31688000.0,5583000.0,-69038000.0,183.9828,-1.14,522867000.0,1145348000.0,384977000.0,-42158000.0,237863000.0,212718000.0,0
6121,SHAK,2021,3090319367.0,2824515367.0,-43091000.0,44478000.0,-101495000.0,89.0531,-0.22,739893000.0,1457570000.0,686188000.0,-4561000.0,307447000.0,306517000.0,0
6122,SHAK,2022,2014805966.0,1631505966.0,-65817000.0,51529000.0,-142559000.0,44.5902,-0.61,900486000.0,1511950000.0,720509000.0,-21229000.0,390963000.0,381544000.0,0
6123,SHAK,2023,3408664227.0,2925836227.0,-14028000.0,111737000.0,-146167000.0,33.9326,0.48,1087533000.0,1605857000.0,771329000.0,20264000.0,450079000.0,478238000.0,0
6124,SHC,2020,10655105120.0,7772325120.0,67078000.0,319962000.0,-53507000.0,32.3379,-0.16,818158000.0,2761279000.0,1909225000.0,-38617000.0,237554000.0,443572000.0,0
6125,SHC,2021,8376239750.0,6664296750.0,179383000.0,400810000.0,-102162000.0,24.7989,0.41,931478000.0,2789502000.0,1827877000.0,116882000.0,261939000.0,518672000.0,0
6126,SHC,2022,4019003446.0,2350005446.0,95583000.0,-17413000.0,-182378000.0,9.9273,-0.83,1003687000.0,3117705000.0,2032042000.0,-233570000.0,308654000.0,557004000.0,0
6127,SHC,2023,6843909163.0,4762191163.0,-362707000.0,406830000.0,-214975000.0,16.822528,0.18,1049288000.0,3130420000.0,2327056000.0,51376000.0,300466000.0,577158000.0,0
6128,SHEL,2020,145879857682.0,72537857682.0,17520000000.0,29534000000.0,-16585000000.0,4.0273,-5.56,180543000000.0,379268000000.0,108014000000.0,-21680000000.0,12535000000.0,-12995000000.0,1
6129,SHEL,2021,147087862247.0,89769862247.0,26104000000.0,60356000000.0,-19000000000.0,3.4203,5.14,261504000000.0,404379000000.0,89086000000.0,20101000000.0,13566000000.0,35849000000.0,1
6130,SHEL,2022,242288628351.0,196276628351.0,45814000000.0,86596000000.0,-22600000000.0,2.5651,11.42,381314000000.0,443024000000.0,83795000000.0,42309000000.0,15670000000.0,78779000000.0,1
6131,SHEL,2023,252642701945.0,213526701945.0,31198000000.0,68545000000.0,-22993000000.0,3.3487,5.7,316620000000.0,406270000000.0,81541000000.0,19359000000.0,16470000000.0,47207000000.0,1
6132,SHEN,2020,2717339000.0,2156791000.0,182417000.0,46102000.0,-120450000.0,10.4441,2.53,220775000.0,2024396000.0,738020000.0,125673000.0,133719000.0,131118000.0,0
6133,SHEN,2021,796710500.0,1274107500.0,-411035000.0,60489000.0,-160101000.0,12.6088,19.92,245239000.0,890733000.0,56624000.0,998831000.0,137657000.0,142940000.0,1
6134,SHEN,2022,843966067.0,795561067.0,-114714000.0,67433000.0,-189609000.0,14.0616,-0.17,267371000.0,977719000.0,129760000.0,-8379000.0,161291000.0,159825000.0,0
6135,SHEN,2023,1254682754.0,1086717754.0,-142776000.0,77647000.0,-256550000.0,16.1746,0.16,287379000.0,1214229000.0,352733000.0,8038000.0,169102000.0,181278000.0,0
6136,SHIP,2020,181573133.0,36726133.0,-29999000.0,8993000.0,-20264000.0,406.2039,-5.5,63345000.0,295245000.0,185123000.0,-18356000.0,9978000.0,9710000.0,0
6137,SHIP,2021,328184461.0,158870461.0,-116560000.0,69332000.0,-197320000.0,11.1856,2.5,153108000.0,487211000.0,223397000.0,41348000.0,17967000.0,83156000.0,0
6138,SHIP,2022,308111610.0,90139610.0,-33165000.0,52931000.0,-70451000.0,6.2925,0.96,125020000.0,513600000.0,256198000.0,17239000.0,23660000.0,53760000.0,0
6139,SHIP,2023,360960030.0,153744030.0,30833000.0,45219000.0,-490000.0,37.8206,0.12,110234000.0,477877000.0,232973000.0,2282000.0,27004000.0,40447000.0,0
6140,SHOO,2020,2805030120.0,2917997120.0,37644000.0,66923000.0,-6562000.0,102.2055,-0.23,1201814000.0,1137761000.0,132849000.0,-18397000.0,414978000.0,464541000.0,0
6141,SHOO,2021,3600991790.0,3743483790.0,152855000.0,262857000.0,-6608000.0,17.7386,2.34,1866142000.0,1355542000.0,110831000.0,190678000.0,519848000.0,767497000.0,0
6142,SHOO,2022,2451051052.0,2489156052.0,249532000.0,302220000.0,-18351000.0,7.2252,2.77,2122009000.0,1257988000.0,108627000.0,216061000.0,592192000.0,873836000.0,0
6143,SHOO,2023,3055536778.0,3133544778.0,209767000.0,235243000.0,-19470000.0,13.3235,2.3,1981582000.0,1347943000.0,138878000.0,171554000.0,612672000.0,832414000.0,0
6144,SHOP,2020,133478379528.0,138696555528.0,382963000.0,318999000.0,-41995000.0,1004.7678,0.259,2929491000.0,7762905000.0,912895000.0,319509000.0,1451367000.0,1541520000.0,0
6145,SHOP,2021,166990977835.0,173409487835.0,484923000.0,3208050000.0,-50788000.0,43.8184,2.29,4611856000.0,13340172000.0,1173487000.0,2914659000.0,2212501000.0,2481144000.0,0
6146,SHOP,2022,40617159525.0,44259712525.0,-186000000.0,-729000000.0,-50000000.0,-55.716268,-2.73,5600000000.0,10757000000.0,1396000000.0,-3460000000.0,3576000000.0,2754000000.0,0
6147,SHOP,2023,96427825824.0,100223825824.0,905000000.0,-8000000.0,-39000000.0,-12053.478228,0.1,7060000000.0,11299000000.0,1150000000.0,132000000.0,3593000000.0,3515000000.0,0
6148,SHW,2020,75289814296.0,65817714296.0,3104800000.0,3441000000.0,-303800000.0,23.2894,7.36,18361700000.0,20401600000.0,10113500000.0,2030400000.0,5828400000.0,8682600000.0,0
6149,SHW,2021,102460202368.0,91964402368.0,1872600000.0,3155900000.0,-372000000.0,30.5268,6.98,19944600000.0,20666700000.0,11495400000.0,1864400000.0,5878000000.0,8542700000.0,0
6150,SHW,2022,73817206919.0,61502506919.0,1275400000.0,3545000000.0,-644500000.0,22.1893,7.72,22148900000.0,22594000000.0,12507900000.0,2020100000.0,6324500000.0,9325100000.0,0
6151,SHW,2023,91212423471.0,79835823471.0,2633500000.0,4149900000.0,-888400000.0,21.8279,9.25,23051900000.0,22954400000.0,11809700000.0,2388800000.0,7151700000.0,10758100000.0,0
6152,SHYF,2020,1057599720.0,1003062720.0,49798000.0,63636000.0,-14534000.0,14.7794,0.91,675973000.0,359049000.0,74312000.0,32819000.0,97429000.0,146277000.0,0
6153,SHYF,2021,1775530080.0,1739988080.0,51007000.0,96250000.0,-23002000.0,20.1077,1.91,991792000.0,447867000.0,55179000.0,68925000.0,115213000.0,199265000.0,0
6154,SHYF,2022,1013410096.0,871863096.0,-39407000.0,61533000.0,-20564000.0,18.0753,1.03,1027164000.0,580481000.0,131143000.0,36558000.0,132924000.0,180433000.0,0
6155,SHYF,2023,543189832.0,419021832.0,35511000.0,24176000.0,-20733000.0,9.9423,0.19,872198000.0,530049000.0,132366000.0,6496000.0,143605000.0,150358000.0,0
6156,SIBN,2020,881586278.0,974238278.0,-33223000.0,-36466000.0,-2561000.0,-24.175568,-1.5,73387000.0,223142000.0,39455000.0,-43697000.0,103052000.0,64485000.0,0
6157,SIBN,2021,621972427.0,747901427.0,-45922000.0,-49121000.0,-6389000.0,-12.662047,-1.71,90152000.0,190506000.0,40478000.0,-56572000.0,131394000.0,79724000.0,0
6158,SIBN,2022,404703292.0,469150292.0,-51162000.0,-54985000.0,-9507000.0,-7.360249,-1.79,106409000.0,157552000.0,39430000.0,-61256000.0,150313000.0,90704000.0,0
6159,SIBN,2023,722653472.0,850116472.0,-26512000.0,-34446000.0,-7799000.0,-20.979315,-1.13,138886000.0,230425000.0,38992000.0,-43336000.0,156351000.0,109420000.0,0
6160,SIF,2020,61449880.0,21770880.0,-8577000.0,17246000.0,-9026000.0,4.1328,1.59,113573000.0,121948000.0,41799000.0,9191000.0,15519000.0,19962000.0,0
6161,SIF,2021,90221200.0,51488200.0,-1087000.0,6335000.0,-4979000.0,6.4105,-0.13,99591000.0,110668000.0,37392000.0,-743000.0,14495000.0,11205000.0,0
6162,SIF,2022,51143800.0,18542800.0,-2901000.0,-2690000.0,-3199000.0,30.6067,-1.65,83902000.0,97266000.0,34628000.0,-9640000.0,12222000.0,-1855000.0,0
6163,SIF,2023,60201233.0,22413233.0,-3817000.0,-781000.0,-2454000.0,-77.082245,-1.47,87022000.0,95993000.0,37455000.0,-8692000.0,14262000.0,7530000.0,0
6164,SII,2020,672859779.0,718509779.0,25553000.0,39951000.0,-686000.0,20.0945,1.05,114406000.0,377348000.0,16994000.0,26978000.0,17794000.0,56817000.0,0
6165,SII,2021,1120316670.0,1153489670.0,50553000.0,50903000.0,-693000.0,24.0215,1.28,164945000.0,365873000.0,29769000.0,33185000.0,19249000.0,78479000.0,0
6166,SII,2022,834085633.0,831156633.0,32368000.0,31357000.0,-128000.0,23.99,0.67,154274000.0,383748000.0,54437000.0,17632000.0,19333000.0,66618000.0,0
6167,SII,2023,862068836.0,853585836.0,28326000.0,57194000.0,-1535000.0,15.2963,1.6,146301000.0,378835000.0,24237000.0,41799000.0,20293000.0,64172000.0,0
6168,SILC,2020,223800702.0,288744702.0,1775000.0,8632000.0,-3181000.0,31.7718,0.8,107398000.0,195887000.0,10095000.0,5725000.0,27518000.0,33766000.0,0
6169,SILC,2021,316803644.0,346211644.0,-5079000.0,15494000.0,-6158000.0,31.0531,1.513,128460000.0,219604000.0,9188000.0,10541000.0,31331000.0,44388000.0,0
6170,SILC,2022,260443231.0,280332231.0,-8782000.0,22341000.0,-4692000.0,15.1262,2.694,150582000.0,216197000.0,7840000.0,18306000.0,32030000.0,51956000.0,0
6171,SILC,2023,79150830.0,122288830.0,29711000.0,-616000.0,-2214000.0,4.9238,-3.942,124131000.0,167734000.0,5947000.0,-26413000.0,31802000.0,28689000.0,0
6172,SILV,2020,1298835770.0,1439182112.0,-89610000.0,-59503000.0,-22921000.0,-21.828072,-0.49,0.0,191689000.0,29277000.0,-59932000.0,54035000.0,-130000.0,0
6173,SILV,2021,1001886536.0,1142323536.0,-153234000.0,-22321000.0,-120381000.0,-44.885379,-0.16,0.0,368977000.0,87609000.0,-22764000.0,18208000.0,-59000.0,0
6174,SILV,2022,874839325.0,875396325.0,-78399000.0,42660000.0,-68489000.0,47.4966,0.21,43510000.0,355349000.0,49967000.0,31301000.0,15433000.0,28420000.0,0
6175,SILV,2023,887852650.0,957528650.0,107004000.0,146055000.0,-51257000.0,7.1259,0.79,245130000.0,460174000.0,288000.0,116720000.0,16975000.0,148306000.0,0
6176,SIMO,2020,1341065518.0,1663195518.0,97684000.0,99131000.0,-19545000.0,10.7607,2.30867,539521000.0,742060000.0,3058000.0,79746000.0,162193000.0,260156000.0,0
6177,SIMO,2021,2980538519.0,3320441519.0,150041000.0,264424000.0,-24657000.0,15.2864,5.71,922100000.0,971328000.0,2899000.0,200002000.0,214926000.0,460795000.0,1
6178,SIMO,2022,1790451193.0,2147634193.0,50950000.0,231580000.0,-32942000.0,6.3532,5.168,945921000.0,961250000.0,3204000.0,172510000.0,251516000.0,465831000.0,0
6179,SIMO,2023,1817888310.0,2046863310.0,98770000.0,82858000.0,-50313000.0,25.8689,1.58,639142000.0,1007961000.0,2343000.0,52873000.0,229200000.0,270390000.0,0
6180,SINT,2020,13846800.0,38527800.0,-9472000.0,-6529000.0,-360000.0,-2.123797,-15393.643032,594000.0,30447000.0,2276000.0,-7029000.0,9869000.0,119000.0,0
6181,SINT,2021,1683930.0,15854930.0,-13871000.0,-8634000.0,-3744000.0,-0.195815,-7982.0,606000.0,21840000.0,2907000.0,-9309000.0,10777000.0,157000.0,0
6182,SINT,2022,3017856.0,5025856.0,-11668000.0,-11059000.0,-1405000.0,-0.273001,-12162.0,601000.0,15773000.0,2887000.0,-12039000.0,11671000.0,336000.0,0
6183,SINT,2023,-2680389.0,1624611.0,-14645000.0,-6600000.0,-530000.0,0.40611,-626.0,1226000.0,15365000.0,4245000.0,-8259000.0,13800000.0,442000.0,0
6184,SIRI,2020,34859010000.0,26582010000.0,1668000000.0,1386000000.0,-350000000.0,15.4243,0.3,8040000000.0,10333000000.0,8967000000.0,131000000.0,2237000000.0,4099000000.0,0
6185,SIRI,2021,34271450000.0,25190450000.0,1610000000.0,2524000000.0,-388000000.0,22.2253,3.2,8696000000.0,10274000000.0,9243000000.0,1314000000.0,2368000000.0,4403000000.0,0
6186,SIRI,2022,32834897072.0,22714897072.0,1550000000.0,2612000000.0,-426000000.0,13.0091,3.1,9003000000.0,10022000000.0,9822000000.0,1213000000.0,2421000000.0,4521000000.0,0
6187,SIRI,2023,30644372503.0,21012372503.0,1200000000.0,2540000000.0,-650000000.0,11.7999,3.2,8953000000.0,10374000000.0,9533000000.0,1258000000.0,2357000000.0,4385000000.0,0
6188,SITE,2020,7454560357.0,7016360357.0,203600000.0,247000000.0,-25800000.0,33.014,2.75,2704500000.0,1695700000.0,568000000.0,121300000.0,721500000.0,901300000.0,0
6189,SITE,2021,11310862821.0,10830062821.0,173800000.0,396700000.0,-37000000.0,29.8046,5.2,3475700000.0,2116100000.0,606900000.0,238400000.0,898900000.0,1212600000.0,0
6190,SITE,2022,5989664132.0,5291464132.0,175500000.0,436900000.0,-41700000.0,12.9394,5.36,4014500000.0,2533900000.0,739500000.0,245400000.0,1088400000.0,1421500000.0,0
6191,SITE,2023,8173479775.0,7332879775.0,261500000.0,378000000.0,-36000000.0,21.6861,3.8,4301200000.0,2828900000.0,861400000.0,173400000.0,1240900000.0,1491200000.0,0
6192,SITM,2020,1835455437.0,1896111437.0,8811000.0,-2211000.0,-7793000.0,-830.14719,-0.58,116156000.0,136011000.0,8250000.0,-9372000.0,66545000.0,57932000.0,0
6193,SITM,2021,5753597425.0,6012872425.0,25290000.0,40769000.0,-33788000.0,268.033,1.53,218808000.0,678209000.0,7734000.0,32277000.0,106619000.0,139462000.0,0
6194,SITM,2022,1625733075.0,2178681075.0,4103000.0,27985000.0,-35649000.0,31.0047,1.03,283605000.0,750616000.0,10634000.0,23254000.0,166820000.0,182962000.0,0
6195,SITM,2023,2182006166.0,2741478166.0,-4193000.0,-83344000.0,-12249000.0,-26.180723,-3.63,143993000.0,951683000.0,8024000.0,-80535000.0,181560000.0,82088000.0,0
6196,SJW,2020,3465833122.0,1980686122.0,-110924000.0,215772000.0,-214975000.0,17.886,2.14,564526000.0,3311465000.0,1538915000.0,61515000.0,198906000.0,316576000.0,0
6197,SJW,2021,3763647673.0,2209274673.0,-123770000.0,219660000.0,-253810000.0,17.9069,2.03,573686000.0,3492395000.0,1595037000.0,60478000.0,212696000.0,318572000.0,0
6198,SJW,2022,4105693347.0,2461625347.0,-78040000.0,246825000.0,-244239000.0,18.2084,2.43,620698000.0,3755056000.0,1655903000.0,73828000.0,232393000.0,357174000.0,0
6199,SJW,2023,3771420746.0,2086821746.0,-99893000.0,265225000.0,-290724000.0,13.4483,2.68,670363000.0,4345067000.0,1747174000.0,84987000.0,238999000.0,388434000.0,0
6200,SKX,2020,6169933960.0,5557545960.0,21537000.0,276494000.0,-309916000.0,18.5616,0.64,4613430000.0,5812369000.0,2004401000.0,98564000.0,2072114000.0,2205798000.0,0
6201,SKX,2021,7281256400.0,6772396400.0,-97522000.0,737764000.0,-309674000.0,10.297,4.73,6310187000.0,6491280000.0,1662013000.0,741503000.0,2526184000.0,3124371000.0,0
6202,SKX,2022,7506469937.0,6506478937.0,-120667000.0,700386000.0,-358992000.0,10.6823,2.38,7444550000.0,6893487000.0,1641673000.0,373028000.0,2968687000.0,3515357000.0,0
6203,SKX,2023,10098640997.0,9599191997.0,907442000.0,966711000.0,-323722000.0,11.0284,3.49,8000342000.0,7547351000.0,1683815000.0,545799000.0,3367618000.0,4152404000.0,0
6204,SKYW,2020,4573976218.0,2022810218.0,185642000.0,590805000.0,-447921000.0,16.8169,-0.17,2127106000.0,6887622000.0,3492182000.0,-8515000.0,-122694000.0,-13892000.0,0
6205,SKYW,2021,4282008973.0,1979930973.0,150418000.0,713930000.0,-681402000.0,20.1636,2.2,2713491000.0,7125947000.0,3346378000.0,111910000.0,-166737000.0,193722000.0,0
6206,SKYW,2022,3434605798.0,835379798.0,-202215000.0,614218000.0,-682591000.0,12.2465,1.44,3004925000.0,7414553000.0,3540622000.0,72953000.0,318145000.0,499307000.0,0
6207,SKYW,2023,4480397200.0,2137260200.0,420008000.0,554354000.0,-316326000.0,50.4271,0.77,2935432000.0,7026293000.0,3092779000.0,34342000.0,268120000.0,372189000.0,0
6208,SLAB,2020,5420876936.0,5580984936.0,117630000.0,-39225000.0,-18088000.0,51.4017,0.28,510928000.0,1993487000.0,563425000.0,12531000.0,401933000.0,294845000.0,0
6209,SLAB,2021,6014054319.0,8295451319.0,-129021000.0,35414000.0,-28577000.0,35.4558,47.78,720860000.0,2958295000.0,450599000.0,2117399000.0,458230000.0,425392000.0,0
6210,SLAB,2022,3668144771.0,4515490771.0,45282000.0,189770000.0,-26525000.0,21.6361,2.54,1024106000.0,2169428000.0,547582000.0,91402000.0,523297000.0,642557000.0,0
6211,SLAB,2023,3831367640.0,4203452640.0,-52630000.0,46092000.0,-22282000.0,26.6452,-1.09,782258000.0,1443056000.0,64830000.0,-34516000.0,484740000.0,460586000.0,0
6212,SLB,2020,44320475706.0,30394475706.0,1727000000.0,-8739000000.0,-1217000000.0,-5.071573,-7.57,23601000000.0,42434000000.0,16886000000.0,-10518000000.0,945000000.0,2601000000.0,0
6213,SLB,2021,54484281465.0,42031281465.0,3471000000.0,4617000000.0,-1180000000.0,11.3367,1.32,22929000000.0,41511000000.0,14195000000.0,1881000000.0,893000000.0,3658000000.0,0
6214,SLB,2022,85547947211.0,75805947211.0,2005000000.0,6430000000.0,-1715000000.0,13.5446,2.39,28091000000.0,43135000000.0,12226000000.0,3441000000.0,1010000000.0,5161000000.0,1
6215,SLB,2023,83746999959.0,74336999959.0,4545000000.0,7544000000.0,-2092000000.0,11.2201,2.91,33135000000.0,47957000000.0,11965000000.0,4203000000.0,1075000000.0,6563000000.0,1
